GeogLevel,Code,Areaname,LAcode,LAname,obese4_5,obese10_11,weight4_5,weight10_11,TWI,NWI,NIBHC,NIAHC
MSOA,E02000058,Barnet 035,E09000003,Barnet,0.075 ,0.138 ,0.202 ,0.260 ,1200,840,790,670
MSOA,E02000059,Barnet 036,E09000003,Barnet,0.103 ,0.184 ,0.230 ,0.376 ,700,540,530,400
MSOA,E02000060,Barnet 037,E09000003,Barnet,0.091 ,0.133 ,0.185 ,0.300 ,1060,770,660,540
MSOA,E02000061,Barnet 038,E09000003,Barnet,0.072 ,0.000 ,0.153 ,0.141 ,1140,800,810,670
MSOA,E02000062,Barnet 039,E09000003,Barnet,0.122 ,0.222 ,0.259 ,0.384 ,770,590,540,420
MSOA,E02000063,Barnet 040,E09000003,Barnet,0.113 ,0.209 ,0.239 ,0.313 ,890,660,600,500
MSOA,E02000064,Barnet 041,E09000003,Barnet,0.149 ,0.248 ,0.250 ,0.421 ,830,620,620,480
MSOA,E02000065,Bexley 001,E09000004,Bexley,0.164 ,0.266 ,0.296 ,0.455 ,910,670,560,470
MSOA,E02000066,Bexley 002,E09000004,Bexley,0.171 ,0.253 ,0.344 ,0.448 ,680,530,500,410
MSOA,E02000067,Bexley 003,E09000004,Bexley,0.118 ,0.251 ,0.271 ,0.388 ,730,560,540,460
MSOA,E02000068,Bexley 004,E09000004,Bexley,0.131 ,0.262 ,0.299 ,0.406 ,750,570,540,450
MSOA,E02000069,Bexley 005,E09000004,Bexley,0.155 ,0.324 ,0.320 ,0.432 ,770,580,560,510
MSOA,E02000070,Bexley 006,E09000004,Bexley,0.140 ,0.226 ,0.283 ,0.406 ,850,620,580,560
MSOA,E02000071,Bexley 007,E09000004,Bexley,0.097 ,0.252 ,0.248 ,0.405 ,820,610,560,520
MSOA,E02000072,Bexley 008,E09000004,Bexley,0.162 ,0.249 ,0.319 ,0.378 ,690,530,490,410
MSOA,E02000073,Bexley 009,E09000004,Bexley,0.094 ,0.219 ,0.227 ,0.379 ,910,670,590,570
MSOA,E02000074,Bexley 010,E09000004,Bexley,0.109 ,0.279 ,0.288 ,0.466 ,680,520,510,460
MSOA,E02000075,Bexley 011,E09000004,Bexley,0.072 ,0.193 ,0.203 ,0.316 ,860,630,600,580
MSOA,E02000076,Bexley 012,E09000004,Bexley,0.120 ,0.230 ,0.215 ,0.390 , , , , 
MSOA,E02000077,Bexley 013,E09000004,Bexley,0.107 ,0.234 ,0.286 ,0.390 ,850,630,560,540
MSOA,E02000078,Bexley 014,E09000004,Bexley,0.085 ,0.213 ,0.246 ,0.369 ,910,660,600,580
MSOA,E02000079,Bexley 015,E09000004,Bexley,0.082 ,0.148 ,0.203 ,0.306 ,850,630,620,590
MSOA,E02000080,Bexley 016,E09000004,Bexley,0.127 ,0.222 ,0.263 ,0.392 ,820,610,580,540
MSOA,E02000081,Bexley 017,E09000004,Bexley,0.082 ,0.260 ,0.230 ,0.425 ,800,600,590,550
MSOA,E02000082,Bexley 018,E09000004,Bexley,0.084 ,0.216 ,0.223 ,0.416 ,900,650,620,580
MSOA,E02000083,Bexley 019,E09000004,Bexley,0.102 ,0.192 ,0.235 ,0.375 ,790,590,560,520
MSOA,E02000084,Bexley 020,E09000004,Bexley,0.098 ,0.159 ,0.180 ,0.307 ,920,670,640,610
MSOA,E02000085,Bexley 021,E09000004,Bexley,0.101 ,0.209 ,0.273 ,0.387 ,860,630,580,550
MSOA,E02000086,Bexley 022,E09000004,Bexley,0.060 ,0.192 ,0.185 ,0.320 ,970,700,650,610
MSOA,E02000087,Bexley 023,E09000004,Bexley,0.099 ,0.164 ,0.228 ,0.301 ,980,710,690,680
MSOA,E02000088,Bexley 024,E09000004,Bexley,0.066 ,0.207 ,0.184 ,0.353 ,920,670,620,590
MSOA,E02000089,Bexley 025,E09000004,Bexley,0.094 ,0.190 ,0.224 ,0.357 ,920,670,630,610
MSOA,E02000090,Bexley 026,E09000004,Bexley,0.096 ,0.145 ,0.228 ,0.365 ,770,580,630,580
MSOA,E02000091,Bexley 027,E09000004,Bexley,0.098 ,0.209 ,0.220 ,0.350 ,820,610,630,580
MSOA,E02000092,Bexley 028,E09000004,Bexley,0.152 ,0.289 ,0.301 ,0.431 ,770,580,550,500
MSOA,E02000093,Brent 001,E09000005,Brent,0.091 ,0.204 ,0.192 ,0.368 ,880,660,580,480
MSOA,E02000094,Brent 002,E09000005,Brent,0.116 ,0.202 ,0.255 ,0.344 ,880,660,550,460
MSOA,E02000095,Brent 003,E09000005,Brent,0.084 ,0.185 ,0.189 ,0.335 ,830,630,570,470
MSOA,E02000096,Brent 004,E09000005,Brent,0.052 ,0.190 ,0.156 ,0.333 ,1070,780,710,620
MSOA,E02000097,Brent 005,E09000005,Brent,0.089 ,0.223 ,0.167 ,0.363 ,810,620,540,450
MSOA,E02000098,Brent 006,E09000005,Brent,0.118 ,0.230 ,0.218 ,0.365 ,920,690,620,500
MSOA,E02000099,Brent 007,E09000005,Brent,0.140 ,0.230 ,0.225 ,0.396 ,960,710,600,490
MSOA,E02000100,Brent 008,E09000005,Brent,0.059 ,0.174 ,0.190 ,0.275 ,1060,760,720,590
MSOA,E02000101,Brent 009,E09000005,Brent,0.115 ,0.302 ,0.225 ,0.418 ,730,570,540,410
MSOA,E02000102,Brent 010,E09000005,Brent,0.165 ,0.225 ,0.287 ,0.398 ,740,570,500,380
MSOA,E02000103,Brent 011,E09000005,Brent,0.120 ,0.224 ,0.285 ,0.408 ,760,580,520,420
MSOA,E02000104,Brent 012,E09000005,Brent,0.099 ,0.238 ,0.221 ,0.351 ,830,630,570,470
MSOA,E02000105,Brent 013,E09000005,Brent,0.113 ,0.236 ,0.225 ,0.439 ,850,640,550,420
MSOA,E02000106,Brent 014,E09000005,Brent,0.153 ,0.291 ,0.292 ,0.429 ,780,590,520,390
MSOA,E02000107,Brent 015,E09000005,Brent,0.109 ,0.191 ,0.222 ,0.372 ,840,630,610,460
MSOA,E02000108,Brent 016,E09000005,Brent,0.127 ,0.239 ,0.188 ,0.416 ,830,630,550,430
MSOA,E02000109,Brent 017,E09000005,Brent,0.115 ,0.243 ,0.213 ,0.407 ,820,620,570,440
MSOA,E02000110,Brent 018,E09000005,Brent,0.102 ,0.215 ,0.235 ,0.344 ,930,690,650,530
MSOA,E02000111,Brent 019,E09000005,Brent,0.089 ,0.237 ,0.168 ,0.348 ,790,610,530,390
MSOA,E02000112,Brent 020,E09000005,Brent,0.116 ,0.281 ,0.231 ,0.431 ,780,600,550,410
MSOA,E02000113,Brent 021,E09000005,Brent,0.154 ,0.272 ,0.257 ,0.436 ,600,490,450,310
MSOA,E02000114,Brent 022,E09000005,Brent,0.119 ,0.246 ,0.231 ,0.379 ,840,640,600,460
MSOA,E02000115,Brent 023,E09000005,Brent,0.078 ,0.282 ,0.204 ,0.418 ,830,630,700,530
MSOA,E02000116,Brent 024,E09000005,Brent,0.134 ,0.227 ,0.276 ,0.383 ,660,530,490,350
MSOA,E02000117,Brent 025,E09000005,Brent,0.128 ,0.258 ,0.257 ,0.442 ,590,470,470,330
MSOA,E02000118,Brent 026,E09000005,Brent,0.094 ,0.174 ,0.163 ,0.312 ,750,580,490,370
MSOA,E02000119,Brent 027,E09000005,Brent,0.110 ,0.250 ,0.204 ,0.434 ,620,500,470,330
MSOA,E02000120,Brent 028,E09000005,Brent,0.084 ,0.193 ,0.205 ,0.345 ,880,660,690,530
MSOA,E02000121,Brent 029,E09000005,Brent,0.085 ,0.190 ,0.193 ,0.350 ,800,620,530,400
MSOA,E02000122,Brent 030,E09000005,Brent,0.103 ,0.205 ,0.237 ,0.362 ,970,710,710,580
MSOA,E02000123,Brent 031,E09000005,Brent,0.135 ,0.298 ,0.274 ,0.425 ,660,520,500,360
MSOA,E02000124,Brent 032,E09000005,Brent,0.078 ,0.185 ,0.208 ,0.344 ,1010,730,740,590
MSOA,E02000125,Brent 033,E09000005,Brent,0.098 ,0.218 ,0.228 ,0.366 ,910,680,690,540
MSOA,E02000126,Brent 034,E09000005,Brent,0.152 ,0.324 ,0.310 ,0.467 ,600,480,500,350
MSOA,E02000127,Bromley 001,E09000006,Bromley,0.141 ,0.235 ,0.282 ,0.403 ,720,550,550,480
MSOA,E02000128,Bromley 002,E09000006,Bromley,0.064 ,0.113 ,0.166 ,0.239 ,930,680,660,620
MSOA,E02000129,Bromley 003,E09000006,Bromley,0.106 ,0.163 ,0.303 ,0.326 , , , , 
MSOA,E02000130,Bromley 004,E09000006,Bromley,0.060 ,0.175 ,0.200 ,0.340 ,940,690,680,600
MSOA,E02000131,Bromley 005,E09000006,Bromley,0.080 ,0.262 ,0.257 ,0.406 ,840,620,690,560
MSOA,E02000132,Bromley 006,E09000006,Bromley,0.090 ,0.158 ,0.231 ,0.297 ,920,670,780,680
MSOA,E02000133,Bromley 007,E09000006,Bromley,0.061 ,0.177 ,0.217 ,0.284 ,1170,830,820,810
MSOA,E02000134,Bromley 008,E09000006,Bromley,0.079 ,0.157 ,0.216 ,0.298 ,890,660,680,610
MSOA,E02000135,Bromley 009,E09000006,Bromley,0.142 ,0.267 ,0.317 ,0.413 ,600,480,500,390
MSOA,E02000136,Bromley 010,E09000006,Bromley,0.076 ,0.162 ,0.182 ,0.287 ,820,610,610,560
MSOA,E02000137,Bromley 011,E09000006,Bromley,0.048 ,0.197 ,0.162 ,0.316 ,1010,720,760,700
MSOA,E02000138,Bromley 012,E09000006,Bromley,0.079 ,0.074 ,0.171 ,0.176 ,1040,740,790,760
MSOA,E02000139,Bromley 013,E09000006,Bromley,0.061 ,0.146 ,0.171 ,0.293 ,1020,730,730,650
MSOA,E02000140,Bromley 014,E09000006,Bromley,0.114 ,0.225 ,0.273 ,0.375 ,660,510,500,430
MSOA,E02000141,Bromley 015,E09000006,Bromley,0.092 ,0.239 ,0.213 ,0.369 ,910,670,670,580
MSOA,E02000142,Bromley 016,E09000006,Bromley,0.054 ,0.096 ,0.154 ,0.243 ,1090,780,730,690
MSOA,E02000143,Bromley 017,E09000006,Bromley,0.068 ,0.173 ,0.204 ,0.284 , , , , 
MSOA,E02000144,Bromley 018,E09000006,Bromley,0.040 ,0.144 ,0.156 ,0.287 ,1150,810,780,730
MSOA,E02000145,Bromley 019,E09000006,Bromley,0.115 ,0.234 ,0.265 ,0.374 ,690,530,510,440
MSOA,E02000146,Bromley 020,E09000006,Bromley,0.063 ,0.165 ,0.172 ,0.335 ,910,670,690,630
MSOA,E02000147,Bromley 021,E09000006,Bromley,0.043 ,0.108 ,0.129 ,0.284 ,1180,830,770,750
MSOA,E02000148,Bromley 022,E09000006,Bromley,0.085 ,0.121 ,0.222 ,0.268 ,1090,780,720,700
MSOA,E02000149,Bromley 023,E09000006,Bromley,0.062 ,0.221 ,0.231 ,0.381 ,790,590,570,520
MSOA,E02000150,Bromley 024,E09000006,Bromley,0.063 ,0.156 ,0.146 ,0.299 ,1000,720,660,620
MSOA,E02000151,Bromley 025,E09000006,Bromley,0.047 ,0.103 ,0.176 ,0.231 ,1120,790,740,740
MSOA,E02000152,Bromley 026,E09000006,Bromley,0.096 ,0.157 ,0.263 ,0.302 ,760,580,560,490
MSOA,E02000153,Bromley 027,E09000006,Bromley,0.073 ,0.123 ,0.207 ,0.300 ,1100,780,660,660
MSOA,E02000154,Bromley 028,E09000006,Bromley,0.060 ,0.133 ,0.163 ,0.281 ,980,710,670,640
MSOA,E02000155,Bromley 029,E09000006,Bromley,0.071 ,0.200 ,0.172 ,0.394 ,810,600,600,570
MSOA,E02000156,Bromley 030,E09000006,Bromley,0.059 ,0.136 ,0.205 ,0.281 ,990,710,670,650
MSOA,E02000157,Bromley 031,E09000006,Bromley,0.028 ,0.116 ,0.125 ,0.240 ,1030,730,700,700
MSOA,E02000158,Bromley 032,E09000006,Bromley,0.079 ,0.191 ,0.244 ,0.305 ,900,660,610,580
MSOA,E02000159,Bromley 033,E09000006,Bromley,0.090 ,0.151 ,0.192 ,0.307 ,1040,740,670,680
MSOA,E02000160,Bromley 034,E09000006,Bromley,0.072 ,0.106 ,0.157 ,0.269 ,1020,740,680,650
MSOA,E02000161,Bromley 035,E09000006,Bromley,0.052 ,0.164 ,0.188 ,0.321 ,1050,750,680,680
MSOA,E02000162,Bromley 036,E09000006,Bromley,0.060 ,0.179 ,0.157 ,0.323 ,870,640,600,580
MSOA,E02000163,Bromley 037,E09000006,Bromley,0.039 ,0.147 ,0.135 ,0.326 ,1050,750,710,680
MSOA,E02000164,Bromley 038,E09000006,Bromley,0.092 ,0.157 ,0.185 ,0.271 , , , , 
MSOA,E02000165,Bromley 039,E09000006,Bromley,0.086 ,0.146 ,0.250 ,0.342 ,1000,720,630,610
MSOA,E02000166,Camden 001,E09000007,Camden,0.066 ,0.149 ,0.193 ,0.224 ,1000,730,740,630
MSOA,E02000167,Camden 002,E09000007,Camden, ,0.000 ,0.110 ,0.260 ,1480,1000,1000,880
MSOA,E02000168,Camden 003,E09000007,Camden,0.057 ,0.195 ,0.143 ,0.311 ,1070,770,800,640
MSOA,E02000169,Camden 004,E09000007,Camden, , , , ,1330,920,870,770
MSOA,E02000170,Camden 005,E09000007,Camden,0.043 ,0.158 ,0.207 ,0.316 ,1240,870,880,700
MSOA,E02000171,Camden 006,E09000007,Camden,0.099 ,0.195 ,0.221 ,0.318 ,1120,800,820,680
MSOA,E02000172,Camden 007,E09000007,Camden,0.116 ,0.278 ,0.269 ,0.432 ,700,550,560,410
MSOA,E02000173,Camden 008,E09000007,Camden, , ,0.214 ,0.200 ,1350,930,980,790
MSOA,E02000174,Camden 009,E09000007,Camden,0.057 ,0.226 ,0.165 ,0.348 ,910,680,680,530
MSOA,E02000175,Camden 010,E09000007,Camden,0.036 ,0.206 ,0.213 ,0.275 ,1130,810,840,680
MSOA,E02000176,Camden 011,E09000007,Camden, , , , ,1340,920,970,810
MSOA,E02000177,Camden 012,E09000007,Camden,0.134 ,0.287 ,0.298 ,0.478 ,770,590,630,480
MSOA,E02000178,Camden 013,E09000007,Camden,0.142 ,0.236 ,0.305 ,0.360 ,840,640,670,530
MSOA,E02000179,Camden 014,E09000007,Camden,0.094 ,0.211 ,0.220 ,0.401 ,1080,770,780,610
MSOA,E02000180,Camden 015,E09000007,Camden,0.084 ,0.199 ,0.205 ,0.325 ,860,650,630,500
MSOA,E02000181,Camden 016,E09000007,Camden,0.127 ,0.233 ,0.236 ,0.314 ,1300,910,940,790
MSOA,E02000182,Camden 017,E09000007,Camden,0.126 ,0.214 ,0.252 ,0.330 ,1030,740,760,630
MSOA,E02000183,Camden 018,E09000007,Camden,0.129 ,0.137 ,0.298 ,0.350 ,1040,750,790,630
MSOA,E02000184,Camden 019,E09000007,Camden,0.115 ,0.214 ,0.215 ,0.361 ,720,560,560,430
MSOA,E02000185,Camden 020,E09000007,Camden,0.118 ,0.249 ,0.236 ,0.421 ,690,540,600,430
MSOA,E02000186,Camden 021,E09000007,Camden,0.112 ,0.184 ,0.206 ,0.322 ,870,650,670,520
MSOA,E02000187,Camden 022,E09000007,Camden,0.146 ,0.248 ,0.293 ,0.423 ,600,480,470,350
MSOA,E02000188,Camden 023,E09000007,Camden,0.150 ,0.289 ,0.249 ,0.455 ,620,490,490,360
MSOA,E02000189,Camden 024,E09000007,Camden,0.107 ,0.272 ,0.231 ,0.382 ,690,530,510,370
MSOA,E02000190,Camden 025,E09000007,Camden,0.078 ,0.186 ,0.243 ,0.322 ,660,500,560,420
MSOA,E02000191,Camden 026,E09000007,Camden,0.167 , ,0.296 , ,820,600,660,490
MSOA,E02000192,Camden 027,E09000007,Camden,0.093 ,0.170 ,0.181 ,0.285 ,780,600,650,480
MSOA,E02000193,Camden 028,E09000007,Camden,0.087 ,0.250 ,0.174 ,0.344 ,870,640,750,550
MSOA,E02000194,Croydon 001,E09000008,Croydon,0.095 ,0.240 ,0.209 ,0.374 ,890,650,690,570
MSOA,E02000195,Croydon 002,E09000008,Croydon,0.092 ,0.202 ,0.225 ,0.360 ,970,700,660,590
MSOA,E02000196,Croydon 003,E09000008,Croydon,0.107 ,0.315 ,0.234 ,0.461 ,860,650,580,500
MSOA,E02000197,Croydon 004,E09000008,Croydon,0.115 ,0.247 ,0.262 ,0.349 ,830,630,580,490
MSOA,E02000198,Croydon 005,E09000008,Croydon,0.152 ,0.293 ,0.276 ,0.452 ,740,570,540,440
MSOA,E02000199,Croydon 006,E09000008,Croydon,0.122 ,0.244 ,0.263 ,0.374 ,880,650,590,500
MSOA,E02000200,Croydon 007,E09000008,Croydon,0.123 ,0.222 ,0.282 ,0.384 ,790,590,610,510
MSOA,E02000201,Croydon 008,E09000008,Croydon,0.110 ,0.249 ,0.235 ,0.395 ,670,520,540,410
MSOA,E02000202,Croydon 009,E09000008,Croydon,0.159 ,0.227 ,0.271 ,0.406 ,830,630,560,480
MSOA,E02000203,Croydon 010,E09000008,Croydon,0.122 ,0.253 ,0.270 ,0.407 ,720,560,540,430
MSOA,E02000204,Croydon 011,E09000008,Croydon,0.136 ,0.282 ,0.263 ,0.437 ,850,640,560,460
MSOA,E02000205,Croydon 012,E09000008,Croydon,0.130 ,0.253 ,0.252 ,0.424 , , , , 
MSOA,E02000206,Croydon 013,E09000008,Croydon,0.134 ,0.261 ,0.274 ,0.423 ,710,550,540,430
MSOA,E02000207,Croydon 014,E09000008,Croydon,0.143 ,0.259 ,0.295 ,0.381 ,780,590,560,460
MSOA,E02000208,Croydon 015,E09000008,Croydon,0.149 ,0.224 ,0.286 ,0.410 ,630,500,470,360
MSOA,E02000209,Croydon 016,E09000008,Croydon,0.104 ,0.265 ,0.206 ,0.419 ,810,610,530,440
MSOA,E02000210,Croydon 017,E09000008,Croydon,0.093 ,0.189 ,0.237 ,0.378 ,940,680,640,560
MSOA,E02000211,Croydon 018,E09000008,Croydon,0.104 ,0.168 ,0.238 ,0.327 ,920,670,650,620
MSOA,E02000212,Croydon 019,E09000008,Croydon,0.105 ,0.302 ,0.208 ,0.479 ,730,570,500,390
MSOA,E02000213,Croydon 020,E09000008,Croydon,0.139 ,0.281 ,0.254 ,0.446 ,660,520,530,400
MSOA,E02000214,Croydon 021,E09000008,Croydon,0.076 ,0.224 ,0.241 ,0.404 ,1020,730,680,640
MSOA,E02000215,Croydon 022,E09000008,Croydon,0.069 ,0.201 ,0.208 ,0.364 ,830,620,670,540
MSOA,E02000216,Croydon 023,E09000008,Croydon,0.098 ,0.184 ,0.176 ,0.350 ,1070,770,810,740
MSOA,E02000217,Croydon 024,E09000008,Croydon,0.110 ,0.208 ,0.266 ,0.392 ,820,610,610,500
MSOA,E02000218,Croydon 025,E09000008,Croydon,0.102 ,0.220 ,0.210 ,0.381 ,930,680,580,520
MSOA,E02000219,Croydon 026,E09000008,Croydon,0.063 ,0.146 ,0.158 ,0.299 ,1000,720,690,670
MSOA,E02000220,Croydon 027,E09000008,Croydon,0.126 ,0.231 ,0.269 ,0.399 ,780,590,650,510
MSOA,E02000221,Croydon 028,E09000008,Croydon,0.113 ,0.217 ,0.239 ,0.392 ,800,600,580,490
MSOA,E02000222,Croydon 029,E09000008,Croydon,0.089 ,0.173 ,0.203 ,0.331 ,1030,740,730,650
MSOA,E02000223,Croydon 030,E09000008,Croydon,0.135 ,0.257 ,0.273 ,0.420 ,670,530,460,370
MSOA,E02000224,Croydon 031,E09000008,Croydon,0.091 ,0.184 ,0.222 ,0.319 ,990,710,700,610
MSOA,E02000225,Croydon 032,E09000008,Croydon,0.091 ,0.265 ,0.250 ,0.451 ,710,550,490,430
MSOA,E02000226,Croydon 033,E09000008,Croydon,0.066 ,0.185 ,0.175 ,0.327 ,1050,750,690,680
MSOA,E02000227,Croydon 034,E09000008,Croydon,0.100 ,0.161 ,0.218 ,0.330 ,860,630,600,560
MSOA,E02000228,Croydon 035,E09000008,Croydon,0.060 ,0.171 ,0.189 ,0.265 ,1170,820,760,750
MSOA,E02000229,Croydon 036,E09000008,Croydon,0.108 ,0.291 ,0.247 ,0.413 ,620,490,470,390
MSOA,E02000230,Croydon 037,E09000008,Croydon,0.058 ,0.156 ,0.163 ,0.303 ,1020,740,710,650
MSOA,E02000231,Croydon 038,E09000008,Croydon,0.087 ,0.181 ,0.187 ,0.283 ,1160,830,720,710
MSOA,E02000232,Croydon 039,E09000008,Croydon,0.112 ,0.151 ,0.247 ,0.321 ,960,700,640,610
MSOA,E02000233,Croydon 040,E09000008,Croydon,0.060 ,0.149 ,0.174 ,0.319 ,980,710,680,620
