GeogLevel,Code,Areaname,LAcode,LAname,obese4_5,obese10_11,weight4_5,weight10_11,TWI,NWI,NIBHC,NIAHC
MSOA,E02000234,Croydon 041,E09000008,Croydon,0.083 ,0.197 ,0.228 ,0.373 ,1020,730,690,630
MSOA,E02000235,Croydon 042,E09000008,Croydon,0.064 ,0.147 ,0.144 ,0.299 ,1120,790,750,690
MSOA,E02000236,Croydon 043,E09000008,Croydon,0.057 ,0.172 ,0.184 ,0.288 ,1130,800,700,680
MSOA,E02000237,Croydon 044,E09000008,Croydon,0.090 ,0.149 ,0.217 ,0.249 ,890,650,640,620
MSOA,E02000238,Ealing 001,E09000009,Ealing,0.082 ,0.256 ,0.172 ,0.416 ,880,650,570,470
MSOA,E02000239,Ealing 002,E09000009,Ealing,0.099 ,0.242 ,0.202 ,0.379 ,950,700,590,520
MSOA,E02000240,Ealing 003,E09000009,Ealing,0.119 ,0.233 ,0.273 ,0.385 ,730,560,530,420
MSOA,E02000241,Ealing 004,E09000009,Ealing,0.120 ,0.249 ,0.213 ,0.355 ,900,660,600,500
MSOA,E02000242,Ealing 005,E09000009,Ealing,0.115 ,0.233 ,0.253 ,0.371 ,850,640,570,460
MSOA,E02000243,Ealing 006,E09000009,Ealing,0.094 ,0.195 ,0.205 ,0.338 ,820,620,580,470
MSOA,E02000244,Ealing 007,E09000009,Ealing,0.089 ,0.242 ,0.222 ,0.409 ,920,680,620,520
MSOA,E02000245,Ealing 008,E09000009,Ealing,0.152 ,0.215 ,0.298 ,0.397 ,640,500,500,370
MSOA,E02000246,Ealing 009,E09000009,Ealing,0.138 ,0.192 ,0.239 ,0.362 ,710,550,510,390
MSOA,E02000247,Ealing 010,E09000009,Ealing,0.152 ,0.242 ,0.302 ,0.424 ,740,560,530,420
MSOA,E02000248,Ealing 011,E09000009,Ealing,0.090 ,0.218 ,0.214 ,0.359 ,960,700,700,570
MSOA,E02000249,Ealing 012,E09000009,Ealing,0.151 ,0.259 ,0.292 ,0.406 ,780,590,550,440
MSOA,E02000250,Ealing 013,E09000009,Ealing,0.070 ,0.112 ,0.160 ,0.266 ,1310,910,920,810
MSOA,E02000251,Ealing 014,E09000009,Ealing,0.154 ,0.225 ,0.268 ,0.417 ,890,670,560,460
MSOA,E02000252,Ealing 015,E09000009,Ealing,0.137 ,0.225 ,0.280 ,0.376 ,820,620,590,450
MSOA,E02000253,Ealing 016,E09000009,Ealing,0.113 ,0.235 ,0.223 ,0.402 ,680,530,530,410
MSOA,E02000254,Ealing 017,E09000009,Ealing,0.109 ,0.215 ,0.235 ,0.373 ,850,650,530,420
MSOA,E02000255,Ealing 018,E09000009,Ealing,0.125 ,0.188 ,0.258 ,0.329 ,1040,750,700,580
MSOA,E02000256,Ealing 019,E09000009,Ealing, ,0.158 ,0.126 ,0.333 ,1140,810,850,690
MSOA,E02000257,Ealing 020,E09000009,Ealing,0.076 ,0.145 ,0.196 ,0.267 ,1140,810,850,710
MSOA,E02000258,Ealing 021,E09000009,Ealing,0.141 ,0.146 ,0.250 ,0.312 ,970,710,670,530
MSOA,E02000259,Ealing 022,E09000009,Ealing,0.072 ,0.185 ,0.189 ,0.312 ,1080,770,710,620
MSOA,E02000260,Ealing 023,E09000009,Ealing,0.108 ,0.230 ,0.221 ,0.403 ,800,620,520,400
MSOA,E02000261,Ealing 024,E09000009,Ealing,0.107 ,0.248 ,0.235 ,0.411 ,850,640,620,470
MSOA,E02000262,Ealing 025,E09000009,Ealing,0.112 ,0.229 ,0.246 ,0.368 ,800,610,630,490
MSOA,E02000263,Ealing 026,E09000009,Ealing,0.163 ,0.237 ,0.258 ,0.388 ,760,600,480,360
MSOA,E02000264,Ealing 027,E09000009,Ealing,0.107 ,0.263 ,0.231 ,0.398 ,1110,800,810,640
MSOA,E02000265,Ealing 028,E09000009,Ealing,0.113 ,0.238 ,0.234 ,0.374 ,830,620,630,500
MSOA,E02000266,Ealing 029,E09000009,Ealing,0.138 ,0.234 ,0.261 ,0.371 ,700,550,480,370
MSOA,E02000267,Ealing 030,E09000009,Ealing,0.082 ,0.235 ,0.176 ,0.349 ,970,710,730,590
MSOA,E02000268,Ealing 031,E09000009,Ealing,0.075 ,0.175 ,0.175 ,0.331 ,1040,760,770,640
MSOA,E02000269,Ealing 032,E09000009,Ealing,0.052 ,0.102 ,0.117 ,0.219 ,1230,860,860,740
MSOA,E02000270,Ealing 033,E09000009,Ealing,0.121 ,0.254 ,0.236 ,0.409 ,680,540,540,390
MSOA,E02000271,Ealing 034,E09000009,Ealing, ,0.136 ,0.117 ,0.258 ,1390,950,950,800
MSOA,E02000272,Ealing 035,E09000009,Ealing,0.090 ,0.142 ,0.218 ,0.231 ,1140,810,790,700
MSOA,E02000273,Ealing 036,E09000009,Ealing,0.103 ,0.178 ,0.253 ,0.287 , , , , 
MSOA,E02000274,Ealing 037,E09000009,Ealing,0.148 ,0.239 ,0.258 ,0.414 ,740,590,470,350
MSOA,E02000275,Ealing 038,E09000009,Ealing,0.130 ,0.228 ,0.207 ,0.364 ,740,580,520,400
MSOA,E02000276,Ealing 039,E09000009,Ealing,0.051 ,0.146 ,0.133 ,0.306 ,1190,840,840,700
MSOA,E02000277,Enfield 001,E09000010,Enfield,0.190 ,0.317 ,0.302 ,0.516 ,760,570,540,460
MSOA,E02000278,Enfield 002,E09000010,Enfield,0.164 ,0.289 ,0.303 ,0.461 ,660,520,490,390
MSOA,E02000279,Enfield 003,E09000010,Enfield,0.154 ,0.263 ,0.315 ,0.408 ,740,570,530,430
MSOA,E02000280,Enfield 004,E09000010,Enfield,0.099 ,0.197 ,0.285 ,0.398 ,850,630,620,540
MSOA,E02000281,Enfield 005,E09000010,Enfield,0.125 ,0.245 ,0.278 ,0.405 ,760,570,560,460
MSOA,E02000282,Enfield 006,E09000010,Enfield,0.126 ,0.277 ,0.294 ,0.410 ,630,500,480,360
MSOA,E02000283,Enfield 007,E09000010,Enfield,0.179 ,0.249 ,0.314 ,0.437 ,770,590,510,430
MSOA,E02000284,Enfield 008,E09000010,Enfield,0.089 ,0.206 ,0.237 ,0.399 ,930,680,700,610
MSOA,E02000285,Enfield 009,E09000010,Enfield,0.152 ,0.203 ,0.267 ,0.352 ,970,710,650,600
MSOA,E02000286,Enfield 010,E09000010,Enfield,0.090 ,0.158 ,0.234 ,0.329 ,920,670,710,630
MSOA,E02000287,Enfield 011,E09000010,Enfield,0.127 ,0.191 ,0.231 ,0.344 ,950,700,670,610
MSOA,E02000288,Enfield 012,E09000010,Enfield,0.141 ,0.266 ,0.299 ,0.454 ,700,540,510,390
MSOA,E02000289,Enfield 013,E09000010,Enfield,0.075 ,0.186 ,0.236 ,0.276 ,990,720,660,630
MSOA,E02000290,Enfield 014,E09000010,Enfield,0.156 ,0.291 ,0.317 ,0.422 ,630,490,490,350
MSOA,E02000291,Enfield 015,E09000010,Enfield,0.140 ,0.276 ,0.263 ,0.440 ,800,590,630,520
MSOA,E02000292,Enfield 016,E09000010,Enfield,0.114 ,0.255 ,0.261 ,0.355 ,860,640,600,520
MSOA,E02000293,Enfield 017,E09000010,Enfield,0.064 ,0.130 ,0.166 ,0.268 ,1030,740,700,670
MSOA,E02000294,Enfield 018,E09000010,Enfield,0.154 ,0.240 ,0.295 ,0.425 ,720,560,510,410
MSOA,E02000295,Enfield 019,E09000010,Enfield,0.095 ,0.174 ,0.201 ,0.328 ,950,690,680,610
MSOA,E02000296,Enfield 020,E09000010,Enfield,0.115 ,0.202 ,0.245 ,0.374 ,810,610,620,530
MSOA,E02000297,Enfield 021,E09000010,Enfield,0.105 ,0.184 ,0.221 ,0.343 ,980,710,670,620
MSOA,E02000298,Enfield 022,E09000010,Enfield,0.059 ,0.174 ,0.188 ,0.342 ,1130,800,750,690
MSOA,E02000299,Enfield 023,E09000010,Enfield,0.132 ,0.260 ,0.278 ,0.417 ,690,540,510,390
MSOA,E02000300,Enfield 024,E09000010,Enfield,0.148 ,0.242 ,0.304 ,0.436 ,740,560,530,420
MSOA,E02000301,Enfield 025,E09000010,Enfield,0.153 ,0.289 ,0.280 ,0.468 ,620,490,480,360
MSOA,E02000302,Enfield 026,E09000010,Enfield,0.127 ,0.226 ,0.236 ,0.373 ,840,630,600,510
MSOA,E02000303,Enfield 027,E09000010,Enfield,0.155 ,0.282 ,0.289 ,0.424 ,630,500,480,360
MSOA,E02000304,Enfield 028,E09000010,Enfield,0.075 ,0.155 ,0.159 ,0.290 ,1120,800,780,710
MSOA,E02000305,Enfield 029,E09000010,Enfield,0.070 ,0.166 ,0.191 ,0.361 ,940,690,690,590
MSOA,E02000306,Enfield 030,E09000010,Enfield,0.214 ,0.342 ,0.348 ,0.511 ,550,450,460,320
MSOA,E02000307,Enfield 031,E09000010,Enfield,0.158 ,0.285 ,0.302 ,0.401 ,790,600,540,450
MSOA,E02000308,Enfield 032,E09000010,Enfield,0.106 ,0.232 ,0.230 ,0.374 ,830,620,600,510
MSOA,E02000309,Enfield 033,E09000010,Enfield,0.170 ,0.262 ,0.291 ,0.435 ,680,530,480,360
MSOA,E02000310,Enfield 034,E09000010,Enfield,0.167 ,0.308 ,0.291 ,0.453 , , , , 
MSOA,E02000311,Enfield 035,E09000010,Enfield,0.145 ,0.246 ,0.270 ,0.392 ,740,570,550,440
MSOA,E02000312,Enfield 036,E09000010,Enfield,0.095 ,0.213 ,0.194 ,0.367 ,880,650,680,540
MSOA,E02000313,Greenwich 001,E09000011,Greenwich,0.166 ,0.241 ,0.369 ,0.437 ,690,530,500,390
MSOA,E02000314,Greenwich 002,E09000011,Greenwich,0.160 ,0.306 ,0.328 ,0.455 ,870,650,560,440
MSOA,E02000315,Greenwich 003,E09000011,Greenwich,0.151 ,0.268 ,0.266 ,0.407 ,710,550,510,400
MSOA,E02000316,Greenwich 004,E09000011,Greenwich,0.171 ,0.247 ,0.316 ,0.440 ,770,590,590,450
MSOA,E02000317,Greenwich 005,E09000011,Greenwich,0.157 ,0.282 ,0.298 ,0.422 ,690,540,500,390
MSOA,E02000318,Greenwich 006,E09000011,Greenwich,0.141 ,0.268 ,0.267 ,0.435 ,740,570,490,390
MSOA,E02000319,Greenwich 007,E09000011,Greenwich,0.121 ,0.252 ,0.265 ,0.412 ,780,600,550,430
MSOA,E02000320,Greenwich 008,E09000011,Greenwich,0.161 ,0.336 ,0.348 ,0.508 ,790,600,550,470
MSOA,E02000321,Greenwich 009,E09000011,Greenwich,0.159 ,0.230 ,0.288 ,0.387 ,660,520,500,390
MSOA,E02000322,Greenwich 010,E09000011,Greenwich,0.079 ,0.194 ,0.195 ,0.332 , , , , 
MSOA,E02000323,Greenwich 011,E09000011,Greenwich,0.163 ,0.235 ,0.304 ,0.410 ,650,520,470,350
MSOA,E02000324,Greenwich 012,E09000011,Greenwich,0.114 ,0.301 ,0.270 ,0.429 ,730,560,550,450
MSOA,E02000325,Greenwich 013,E09000011,Greenwich,0.121 ,0.281 ,0.271 ,0.417 , , , , 
MSOA,E02000326,Greenwich 014,E09000011,Greenwich,0.103 ,0.237 ,0.217 ,0.432 ,960,700,680,590
MSOA,E02000327,Greenwich 015,E09000011,Greenwich,0.117 ,0.235 ,0.264 ,0.385 ,740,570,520,400
MSOA,E02000328,Greenwich 016,E09000011,Greenwich,0.063 ,0.000 ,0.189 ,0.282 ,1030,750,820,690
MSOA,E02000329,Greenwich 017,E09000011,Greenwich,0.124 ,0.247 ,0.270 ,0.366 ,800,600,590,510
MSOA,E02000330,Greenwich 018,E09000011,Greenwich,0.100 ,0.259 ,0.231 ,0.410 , , , , 
MSOA,E02000331,Greenwich 019,E09000011,Greenwich,0.124 ,0.236 ,0.251 ,0.421 ,770,590,580,480
MSOA,E02000332,Greenwich 020,E09000011,Greenwich,0.113 ,0.214 ,0.239 ,0.365 ,980,710,670,610
MSOA,E02000333,Greenwich 021,E09000011,Greenwich, ,0.000 ,0.189 ,0.397 ,1210,840,930,820
MSOA,E02000334,Greenwich 022,E09000011,Greenwich,0.107 ,0.251 ,0.248 ,0.382 ,840,630,610,540
MSOA,E02000335,Greenwich 023,E09000011,Greenwich,0.085 ,0.162 ,0.190 ,0.310 ,920,680,650,620
MSOA,E02000336,Greenwich 024,E09000011,Greenwich,0.163 ,0.231 ,0.276 ,0.316 , , , , 
MSOA,E02000337,Greenwich 025,E09000011,Greenwich,0.098 ,0.194 ,0.238 ,0.357 ,740,570,550,480
MSOA,E02000338,Greenwich 026,E09000011,Greenwich, ,0.211 ,0.158 ,0.317 , , , , 
MSOA,E02000339,Greenwich 027,E09000011,Greenwich,0.075 ,0.120 ,0.235 ,0.285 ,960,700,690,640
MSOA,E02000340,Greenwich 028,E09000011,Greenwich,0.076 ,0.218 ,0.183 ,0.412 ,830,610,640,590
MSOA,E02000341,Greenwich 029,E09000011,Greenwich,0.139 ,0.254 ,0.281 ,0.414 ,690,540,510,440
MSOA,E02000342,Greenwich 030,E09000011,Greenwich,0.113 ,0.281 ,0.275 ,0.438 ,740,560,550,480
MSOA,E02000343,Greenwich 031,E09000011,Greenwich,0.101 ,0.215 ,0.298 ,0.392 ,790,590,570,520
MSOA,E02000344,Greenwich 032,E09000011,Greenwich,0.110 ,0.238 ,0.273 ,0.424 ,880,650,630,580
MSOA,E02000345,Hackney 001,E09000012,Hackney,0.122 ,0.238 ,0.220 ,0.377 ,970,720,550,420
MSOA,E02000346,Hackney 002,E09000012,Hackney,0.221 ,0.387 ,0.338 ,0.528 ,550,450,470,350
MSOA,E02000347,Hackney 003,E09000012,Hackney,0.147 ,0.165 ,0.308 ,0.367 ,860,650,580,430
MSOA,E02000348,Hackney 004,E09000012,Hackney,0.119 ,0.271 ,0.248 ,0.403 ,730,570,510,370
MSOA,E02000349,Hackney 005,E09000012,Hackney,0.140 ,0.237 ,0.299 ,0.406 , , , , 
MSOA,E02000350,Hackney 006,E09000012,Hackney,0.094 ,0.202 ,0.225 ,0.356 ,910,690,650,510
MSOA,E02000351,Hackney 007,E09000012,Hackney,0.167 ,0.245 ,0.292 ,0.374 ,960,710,740,600
MSOA,E02000352,Hackney 008,E09000012,Hackney,0.076 ,0.210 ,0.206 ,0.391 ,860,650,670,530
MSOA,E02000353,Hackney 009,E09000012,Hackney,0.086 ,0.200 ,0.198 ,0.311 ,1020,750,750,600
MSOA,E02000354,Hackney 010,E09000012,Hackney,0.128 ,0.249 ,0.267 ,0.405 ,650,520,540,420
MSOA,E02000355,Hackney 011,E09000012,Hackney,0.066 ,0.235 ,0.173 ,0.362 ,820,630,650,500
MSOA,E02000356,Hackney 012,E09000012,Hackney,0.081 ,0.137 ,0.214 ,0.242 ,1000,740,760,600
MSOA,E02000357,Hackney 013,E09000012,Hackney,0.169 ,0.301 ,0.295 ,0.496 ,580,470,480,340
MSOA,E02000358,Hackney 014,E09000012,Hackney,0.105 ,0.257 ,0.214 ,0.403 ,760,590,600,480
MSOA,E02000359,Hackney 015,E09000012,Hackney,0.097 ,0.238 ,0.290 ,0.409 ,790,610,580,470
MSOA,E02000360,Hackney 016,E09000012,Hackney,0.162 ,0.274 ,0.313 ,0.436 ,640,510,520,390
MSOA,E02000361,Hackney 017,E09000012,Hackney,0.174 ,0.325 ,0.288 ,0.479 ,740,570,600,460
MSOA,E02000362,Hackney 018,E09000012,Hackney,0.157 ,0.287 ,0.248 ,0.436 ,680,540,550,420
MSOA,E02000363,Hackney 019,E09000012,Hackney,0.155 ,0.278 ,0.280 ,0.443 ,610,490,480,350
MSOA,E02000364,Hackney 020,E09000012,Hackney,0.099 ,0.198 ,0.214 ,0.355 ,910,680,710,560
MSOA,E02000365,Hackney 021,E09000012,Hackney,0.162 ,0.196 ,0.289 ,0.343 ,830,630,670,520
MSOA,E02000366,Hackney 022,E09000012,Hackney,0.142 ,0.274 ,0.298 ,0.397 ,720,560,580,460
MSOA,E02000367,Hackney 023,E09000012,Hackney,0.157 ,0.226 ,0.278 ,0.421 ,920,680,670,530
MSOA,E02000368,Hackney 024,E09000012,Hackney,0.111 ,0.293 ,0.262 ,0.448 ,630,510,530,390
MSOA,E02000369,Hackney 025,E09000012,Hackney,0.141 ,0.320 ,0.276 ,0.512 ,710,560,580,440
MSOA,E02000370,Hackney 026,E09000012,Hackney,0.128 ,0.245 ,0.305 ,0.465 ,700,540,580,430
MSOA,E02000371,Hackney 027,E09000012,Hackney,0.177 ,0.296 ,0.299 ,0.421 ,830,630,670,500
MSOA,E02000372,Hammersmith and Fulham 001,E09000013,Hammersmith and Fulham,0.110 ,0.230 ,0.227 ,0.370 ,730,560,570,420
MSOA,E02000373,Hammersmith and Fulham 002,E09000013,Hammersmith and Fulham,0.122 ,0.278 ,0.229 ,0.408 ,640,510,480,340
MSOA,E02000374,Hammersmith and Fulham 003,E09000013,Hammersmith and Fulham,0.126 ,0.289 ,0.238 ,0.433 ,930,690,680,540
MSOA,E02000375,Hammersmith and Fulham 004,E09000013,Hammersmith and Fulham,0.090 ,0.167 ,0.197 ,0.377 ,810,610,650,490
MSOA,E02000376,Hammersmith and Fulham 005,E09000013,Hammersmith and Fulham,0.117 ,0.247 ,0.310 ,0.403 ,830,630,650,510
MSOA,E02000377,Hammersmith and Fulham 006,E09000013,Hammersmith and Fulham,0.081 ,0.226 ,0.181 ,0.392 ,830,630,640,500
MSOA,E02000378,Hammersmith and Fulham 007,E09000013,Hammersmith and Fulham,0.108 ,0.192 ,0.277 ,0.384 ,990,730,790,610
MSOA,E02000379,Hammersmith and Fulham 008,E09000013,Hammersmith and Fulham,0.130 ,0.212 ,0.203 ,0.315 ,990,720,740,590
MSOA,E02000380,Hammersmith and Fulham 009,E09000013,Hammersmith and Fulham,0.051 ,0.153 ,0.170 ,0.347 ,1130,810,820,670
MSOA,E02000381,Hammersmith and Fulham 010,E09000013,Hammersmith and Fulham,0.098 ,0.227 ,0.180 ,0.361 ,1140,810,830,660
MSOA,E02000382,Hammersmith and Fulham 011,E09000013,Hammersmith and Fulham,0.093 ,0.196 ,0.240 ,0.319 ,1090,790,780,630
MSOA,E02000383,Hammersmith and Fulham 012,E09000013,Hammersmith and Fulham,0.096 ,0.280 ,0.237 ,0.448 ,960,700,750,610
MSOA,E02000384,Hammersmith and Fulham 013,E09000013,Hammersmith and Fulham,0.121 ,0.235 ,0.237 ,0.379 ,770,590,630,500
MSOA,E02000385,Hammersmith and Fulham 014,E09000013,Hammersmith and Fulham, , ,0.250 , ,1200,850,910,740
MSOA,E02000386,Hammersmith and Fulham 015,E09000013,Hammersmith and Fulham,0.083 ,0.264 ,0.252 ,0.435 ,790,600,620,470
MSOA,E02000387,Hammersmith and Fulham 016,E09000013,Hammersmith and Fulham,0.109 ,0.266 ,0.294 ,0.441 ,870,650,690,530
MSOA,E02000388,Hammersmith and Fulham 017,E09000013,Hammersmith and Fulham,0.109 ,0.212 ,0.227 ,0.400 ,940,700,780,620
MSOA,E02000389,Hammersmith and Fulham 018,E09000013,Hammersmith and Fulham,0.086 ,0.129 ,0.245 ,0.208 ,1170,830,860,710
MSOA,E02000390,Hammersmith and Fulham 019,E09000013,Hammersmith and Fulham,0.080 ,0.202 ,0.260 ,0.385 ,1010,740,750,620
MSOA,E02000391,Hammersmith and Fulham 020,E09000013,Hammersmith and Fulham,0.133 ,0.307 ,0.293 ,0.573 ,1140,810,810,680
MSOA,E02000392,Hammersmith and Fulham 021,E09000013,Hammersmith and Fulham,0.133 ,0.241 ,0.333 ,0.365 ,1170,840,860,680
MSOA,E02000393,Hammersmith and Fulham 022,E09000013,Hammersmith and Fulham,0.114 , ,0.253 , ,1360,940,980,820
MSOA,E02000394,Hammersmith and Fulham 023,E09000013,Hammersmith and Fulham,0.144 ,0.264 ,0.287 ,0.457 ,960,700,730,590
MSOA,E02000395,Hammersmith and Fulham 024,E09000013,Hammersmith and Fulham, , ,0.140 , ,1400,960,990,850
MSOA,E02000396,Hammersmith and Fulham 025,E09000013,Hammersmith and Fulham,0.194 ,0.246 ,0.365 ,0.377 ,1190,840,800,650
MSOA,E02000397,Haringey 001,E09000014,Haringey,0.123 ,0.197 ,0.232 ,0.333 ,760,580,590,450
MSOA,E02000398,Haringey 002,E09000014,Haringey,0.144 ,0.272 ,0.289 ,0.423 ,570,460,440,310
MSOA,E02000399,Haringey 003,E09000014,Haringey,0.156 ,0.332 ,0.268 ,0.461 , , , , 
MSOA,E02000400,Haringey 004,E09000014,Haringey,0.065 ,0.215 ,0.186 ,0.376 ,890,660,660,520
MSOA,E02000401,Haringey 005,E09000014,Haringey,0.172 ,0.259 ,0.317 ,0.478 ,640,520,480,350
MSOA,E02000402,Haringey 006,E09000014,Haringey,0.168 ,0.311 ,0.292 ,0.468 ,600,480,460,340
MSOA,E02000403,Haringey 007,E09000014,Haringey,0.111 ,0.236 ,0.251 ,0.345 ,750,570,560,440
MSOA,E02000404,Haringey 008,E09000014,Haringey,0.137 ,0.210 ,0.291 ,0.407 ,720,560,510,400
MSOA,E02000405,Haringey 009,E09000014,Haringey,0.053 ,0.094 ,0.160 ,0.166 ,1360,940,880,800
MSOA,E02000406,Haringey 010,E09000014,Haringey,0.124 ,0.351 ,0.258 ,0.526 ,680,530,520,410
MSOA,E02000407,Haringey 011,E09000014,Haringey,0.158 ,0.309 ,0.286 ,0.459 ,610,480,470,350
MSOA,E02000408,Haringey 012,E09000014,Haringey,0.155 ,0.314 ,0.271 ,0.449 ,630,500,460,340
MSOA,E02000409,Haringey 013,E09000014,Haringey,0.155 ,0.266 ,0.269 ,0.426 ,630,500,490,360
MSOA,E02000410,Haringey 014,E09000014,Haringey,0.041 ,0.083 ,0.138 ,0.166 ,1220,860,890,750
MSOA,E02000411,Haringey 015,E09000014,Haringey,0.187 ,0.267 ,0.310 ,0.424 ,690,540,490,380
MSOA,E02000412,Haringey 016,E09000014,Haringey,0.172 ,0.234 ,0.260 ,0.390 ,660,520,530,400
MSOA,E02000413,Haringey 017,E09000014,Haringey,0.042 ,0.129 ,0.128 ,0.235 ,1250,880,830,700
MSOA,E02000414,Haringey 018,E09000014,Haringey,0.139 ,0.246 ,0.239 ,0.402 ,770,590,550,420
MSOA,E02000415,Haringey 019,E09000014,Haringey,0.100 ,0.255 ,0.190 ,0.401 ,720,560,560,440
MSOA,E02000416,Haringey 020,E09000014,Haringey,0.100 ,0.185 ,0.187 ,0.300 ,820,630,670,510
MSOA,E02000417,Haringey 021,E09000014,Haringey, ,0.076 ,0.172 ,0.214 ,1290,900,910,770
MSOA,E02000418,Haringey 022,E09000014,Haringey,0.054 ,0.136 ,0.162 ,0.273 ,1300,910,900,780
MSOA,E02000419,Haringey 023,E09000014,Haringey,0.087 ,0.223 ,0.227 ,0.367 ,840,630,620,480
MSOA,E02000420,Haringey 024,E09000014,Haringey,0.155 ,0.257 ,0.272 ,0.453 ,630,500,500,380
MSOA,E02000421,Haringey 025,E09000014,Haringey,0.145 ,0.303 ,0.294 ,0.462 ,600,480,480,360
MSOA,E02000422,Haringey 026,E09000014,Haringey,0.121 ,0.212 ,0.242 ,0.401 ,700,550,540,390
MSOA,E02000423,Haringey 027,E09000014,Haringey,0.127 ,0.234 ,0.224 ,0.457 ,760,590,570,450
MSOA,E02000424,Haringey 028,E09000014,Haringey,0.067 ,0.127 ,0.159 ,0.287 ,1080,780,800,650
MSOA,E02000425,Haringey 029,E09000014,Haringey,0.102 ,0.227 ,0.252 ,0.386 ,890,670,510,380
MSOA,E02000426,Haringey 030,E09000014,Haringey,0.049 ,0.160 ,0.188 ,0.309 ,1210,850,870,740
MSOA,E02000427,Haringey 031,E09000014,Haringey,0.101 ,0.328 ,0.234 ,0.489 ,880,660,650,510
MSOA,E02000428,Haringey 032,E09000014,Haringey,0.130 ,0.298 ,0.283 ,0.487 ,630,500,500,380
MSOA,E02000429,Haringey 033,E09000014,Haringey,0.032 ,0.058 ,0.124 ,0.154 ,1370,940,1010,840
MSOA,E02000430,Haringey 034,E09000014,Haringey,0.043 ,0.144 ,0.133 ,0.280 ,1310,910,950,780
MSOA,E02000431,Haringey 035,E09000014,Haringey, ,0.159 ,0.159 ,0.270 ,1470,990,1030,830
MSOA,E02000432,Haringey 036,E09000014,Haringey,0.083 ,0.226 ,0.229 ,0.406 ,1030,750,810,630
MSOA,E02000433,Harrow 001,E09000015,Harrow,0.116 ,0.152 ,0.250 ,0.295 ,880,650,690,630
MSOA,E02000434,Harrow 002,E09000015,Harrow,0.128 ,0.174 ,0.246 ,0.328 ,960,710,680,600
MSOA,E02000435,Harrow 003,E09000015,Harrow,0.114 ,0.163 ,0.195 ,0.319 ,900,670,600,550
MSOA,E02000436,Harrow 004,E09000015,Harrow,0.092 ,0.241 ,0.162 ,0.328 ,1160,830,760,730
MSOA,E02000437,Harrow 005,E09000015,Harrow,0.081 ,0.180 ,0.167 ,0.355 ,870,650,600,530
MSOA,E02000438,Harrow 006,E09000015,Harrow,0.090 ,0.195 ,0.202 ,0.329 ,880,650,630,550
MSOA,E02000439,Harrow 007,E09000015,Harrow,0.112 ,0.229 ,0.227 ,0.351 ,830,630,560,460
MSOA,E02000440,Harrow 008,E09000015,Harrow,0.073 ,0.177 ,0.162 ,0.330 ,1090,790,660,600
MSOA,E02000441,Harrow 009,E09000015,Harrow,0.075 ,0.157 ,0.201 ,0.302 ,930,680,670,600
MSOA,E02000442,Harrow 010,E09000015,Harrow,0.086 ,0.219 ,0.169 ,0.412 ,900,670,550,450
MSOA,E02000443,Harrow 011,E09000015,Harrow,0.110 ,0.203 ,0.212 ,0.384 ,780,600,540,430
MSOA,E02000444,Harrow 012,E09000015,Harrow,0.089 ,0.180 ,0.189 ,0.314 ,920,690,590,500
MSOA,E02000445,Harrow 013,E09000015,Harrow,0.111 ,0.193 ,0.253 ,0.349 ,800,600,560,450
MSOA,E02000446,Harrow 014,E09000015,Harrow,0.096 ,0.205 ,0.187 ,0.374 , , , , 
MSOA,E02000447,Harrow 015,E09000015,Harrow,0.042 ,0.221 ,0.158 ,0.347 ,1030,750,680,610
MSOA,E02000448,Harrow 016,E09000015,Harrow,0.071 ,0.171 ,0.158 ,0.329 ,1180,830,810,750
MSOA,E02000449,Harrow 017,E09000015,Harrow,0.098 ,0.213 ,0.235 ,0.386 ,750,590,520,430
MSOA,E02000450,Harrow 018,E09000015,Harrow,0.138 ,0.211 ,0.224 ,0.344 , , , , 
MSOA,E02000451,Harrow 019,E09000015,Harrow,0.048 ,0.179 ,0.136 ,0.359 ,1130,810,750,700
MSOA,E02000452,Harrow 020,E09000015,Harrow,0.103 ,0.179 ,0.166 ,0.296 ,950,700,650,520
MSOA,E02000453,Harrow 021,E09000015,Harrow,0.053 ,0.206 ,0.120 ,0.327 ,1000,730,680,590
MSOA,E02000454,Harrow 022,E09000015,Harrow,0.078 ,0.166 ,0.246 ,0.310 ,1250,880,770,730
MSOA,E02000455,Harrow 023,E09000015,Harrow,0.107 ,0.209 ,0.224 ,0.322 ,960,700,700,580
MSOA,E02000456,Harrow 024,E09000015,Harrow,0.049 ,0.180 ,0.126 ,0.322 ,980,720,680,580
MSOA,E02000457,Harrow 025,E09000015,Harrow,0.063 ,0.214 ,0.126 ,0.367 ,1080,780,680,620
MSOA,E02000458,Harrow 026,E09000015,Harrow,0.037 ,0.150 ,0.132 ,0.320 , , , , 
MSOA,E02000459,Harrow 027,E09000015,Harrow,0.103 ,0.228 ,0.210 ,0.352 ,780,590,550,440
MSOA,E02000460,Harrow 028,E09000015,Harrow,0.069 ,0.213 ,0.172 ,0.320 ,800,610,530,440
MSOA,E02000461,Harrow 029,E09000015,Harrow,0.112 ,0.222 ,0.216 ,0.356 ,1100,780,750,660
MSOA,E02000462,Harrow 030,E09000015,Harrow,0.107 ,0.212 ,0.232 ,0.359 ,860,650,580,480
MSOA,E02000463,Harrow 031,E09000015,Harrow,0.067 ,0.203 ,0.169 ,0.341 ,810,610,540,450
