GeogLevel,Code,Areaname,LAcode,LAname,obese4_5,obese10_11,weight4_5,weight10_11,TWI,NWI,NIBHC,NIAHC
MSOA,E02000465,Havering 002,E09000016,Havering,0.120 ,0.203 ,0.253 ,0.349 ,720,570,500,430
MSOA,E02000466,Havering 003,E09000016,Havering,0.094 ,0.219 ,0.230 ,0.364 ,740,600,550,480
MSOA,E02000467,Havering 004,E09000016,Havering,0.158 ,0.237 ,0.315 ,0.375 ,630,520,470,390
MSOA,E02000468,Havering 005,E09000016,Havering,0.095 ,0.230 ,0.226 ,0.358 ,810,660,560,520
MSOA,E02000469,Havering 006,E09000016,Havering,0.109 ,0.219 ,0.274 ,0.352 ,700,580,510,450
MSOA,E02000470,Havering 007,E09000016,Havering,0.076 ,0.160 ,0.227 ,0.376 ,870,670,610,570
MSOA,E02000471,Havering 008,E09000016,Havering,0.075 ,0.123 ,0.199 ,0.303 ,970,680,630,590
MSOA,E02000472,Havering 009,E09000016,Havering,0.105 ,0.172 ,0.233 ,0.314 ,860,650,580,540
MSOA,E02000473,Havering 010,E09000016,Havering,0.101 ,0.208 ,0.215 ,0.377 ,960,700,640,590
MSOA,E02000474,Havering 011,E09000016,Havering,0.104 ,0.216 ,0.237 ,0.315 ,790,620,560,510
MSOA,E02000475,Havering 012,E09000016,Havering,0.111 ,0.222 ,0.265 ,0.340 ,930,720,700,590
MSOA,E02000476,Havering 013,E09000016,Havering,0.094 ,0.206 ,0.211 ,0.376 ,730,610,590,460
MSOA,E02000477,Havering 014,E09000016,Havering,0.080 ,0.167 ,0.207 ,0.326 ,1010,730,660,630
MSOA,E02000478,Havering 015,E09000016,Havering,0.090 ,0.175 ,0.225 ,0.272 ,1090,780,840,620
MSOA,E02000479,Havering 016,E09000016,Havering,0.105 ,0.236 ,0.214 ,0.351 ,860,660,610,520
MSOA,E02000480,Havering 017,E09000016,Havering,0.080 ,0.191 ,0.213 ,0.332 ,810,640,590,510
MSOA,E02000481,Havering 018,E09000016,Havering,0.080 ,0.202 ,0.184 ,0.347 ,970,760,680,650
MSOA,E02000482,Havering 019,E09000016,Havering,0.069 ,0.167 ,0.202 ,0.319 ,1140,760,690,660
MSOA,E02000483,Havering 020,E09000016,Havering,0.110 ,0.163 ,0.225 ,0.297 ,780,620,560,500
MSOA,E02000484,Havering 021,E09000016,Havering,0.038 ,0.200 ,0.146 ,0.342 ,980,720,630,590
MSOA,E02000485,Havering 022,E09000016,Havering,0.105 ,0.205 ,0.180 ,0.332 ,940,700,630,590
MSOA,E02000486,Havering 023,E09000016,Havering,0.133 ,0.188 ,0.245 ,0.337 ,910,670,600,560
MSOA,E02000487,Havering 024,E09000016,Havering,0.066 ,0.119 ,0.174 ,0.245 ,1120,820,650,630
MSOA,E02000488,Havering 025,E09000016,Havering,0.120 ,0.173 ,0.264 ,0.352 ,950,680,610,590
MSOA,E02000489,Havering 026,E09000016,Havering,0.105 ,0.207 ,0.257 ,0.374 ,810,650,570,510
MSOA,E02000490,Havering 027,E09000016,Havering,0.112 ,0.262 ,0.233 ,0.437 ,810,630,550,510
MSOA,E02000491,Havering 028,E09000016,Havering,0.118 ,0.224 ,0.275 ,0.361 ,700,580,530,470
MSOA,E02000492,Havering 029,E09000016,Havering,0.132 ,0.230 ,0.265 ,0.398 ,820,640,550,520
MSOA,E02000493,Havering 030,E09000016,Havering,0.138 ,0.247 ,0.250 ,0.423 ,770,600,540,460
MSOA,E02000494,Hillingdon 001,E09000017,Hillingdon,0.048 ,0.135 ,0.206 ,0.250 ,1190,890,850,730
MSOA,E02000495,Hillingdon 002,E09000017,Hillingdon,0.067 ,0.193 ,0.177 ,0.325 ,980,740,710,620
MSOA,E02000496,Hillingdon 003,E09000017,Hillingdon,0.100 ,0.185 ,0.280 ,0.295 ,920,670,640,570
MSOA,E02000497,Hillingdon 004,E09000017,Hillingdon,0.073 ,0.176 ,0.185 ,0.322 ,1030,760,700,630
MSOA,E02000498,Hillingdon 005,E09000017,Hillingdon,0.059 ,0.138 ,0.185 ,0.240 ,960,720,650,610
MSOA,E02000499,Hillingdon 006,E09000017,Hillingdon,0.076 ,0.122 ,0.185 ,0.239 ,1160,800,720,690
MSOA,E02000500,Hillingdon 007,E09000017,Hillingdon,0.061 ,0.112 ,0.176 ,0.228 ,1130,790,740,650
MSOA,E02000501,Hillingdon 008,E09000017,Hillingdon,0.087 ,0.174 ,0.254 ,0.322 ,1030,730,650,630
MSOA,E02000502,Hillingdon 009,E09000017,Hillingdon,0.063 ,0.156 ,0.193 ,0.311 ,1040,740,680,640
MSOA,E02000503,Hillingdon 010,E09000017,Hillingdon,0.073 ,0.165 ,0.194 ,0.283 ,1120,740,680,670
MSOA,E02000504,Hillingdon 011,E09000017,Hillingdon,0.049 ,0.097 ,0.143 ,0.233 ,1160,780,710,680
MSOA,E02000506,Hillingdon 013,E09000017,Hillingdon,0.097 ,0.166 ,0.242 ,0.317 ,1240,870,840,720
MSOA,E02000507,Hillingdon 014,E09000017,Hillingdon,0.066 ,0.190 ,0.188 ,0.339 ,1170,810,710,660
MSOA,E02000508,Hillingdon 015,E09000017,Hillingdon,0.078 ,0.174 ,0.185 ,0.326 ,980,730,730,540
MSOA,E02000509,Hillingdon 016,E09000017,Hillingdon,0.133 ,0.204 ,0.278 ,0.355 ,850,680,640,460
MSOA,E02000510,Hillingdon 017,E09000017,Hillingdon,0.108 ,0.164 ,0.183 ,0.274 ,930,680,620,550
MSOA,E02000511,Hillingdon 018,E09000017,Hillingdon,0.112 ,0.202 ,0.216 ,0.388 ,930,690,600,540
MSOA,E02000512,Hillingdon 019,E09000017,Hillingdon,0.112 ,0.193 ,0.221 ,0.329 ,810,650,560,460
MSOA,E02000513,Hillingdon 020,E09000017,Hillingdon,0.107 ,0.248 ,0.246 ,0.397 ,770,630,540,430
MSOA,E02000514,Hillingdon 021,E09000017,Hillingdon,0.119 ,0.265 ,0.199 ,0.419 ,860,640,560,470
MSOA,E02000515,Hillingdon 022,E09000017,Hillingdon,0.097 ,0.202 ,0.218 ,0.328 ,780,630,590,450
MSOA,E02000516,Hillingdon 023,E09000017,Hillingdon,0.106 ,0.248 ,0.213 ,0.415 ,900,660,580,470
MSOA,E02000517,Hillingdon 024,E09000017,Hillingdon,0.099 ,0.223 ,0.208 ,0.387 ,750,600,510,420
MSOA,E02000518,Hillingdon 025,E09000017,Hillingdon,0.123 ,0.265 ,0.262 ,0.411 ,790,640,540,460
MSOA,E02000519,Hillingdon 026,E09000017,Hillingdon,0.122 ,0.221 ,0.222 ,0.385 ,740,600,510,420
MSOA,E02000520,Hillingdon 027,E09000017,Hillingdon,0.090 ,0.250 ,0.181 ,0.391 ,760,610,520,420
MSOA,E02000521,Hillingdon 028,E09000017,Hillingdon,0.111 ,0.200 ,0.219 ,0.374 ,860,640,560,460
MSOA,E02000522,Hillingdon 029,E09000017,Hillingdon,0.080 ,0.234 ,0.243 ,0.431 ,840,660,580,490
MSOA,E02000523,Hillingdon 030,E09000017,Hillingdon,0.099 ,0.231 ,0.199 ,0.369 ,870,650,560,470
MSOA,E02000524,Hillingdon 031,E09000017,Hillingdon,0.109 ,0.280 ,0.205 ,0.411 ,870,640,590,500
MSOA,E02000525,Hillingdon 032,E09000017,Hillingdon,0.131 ,0.232 ,0.238 ,0.393 ,810,640,560,460
MSOA,E02006796,Hillingdon 033,E09000017,Hillingdon,0.100 ,0.187 ,0.218 ,0.300 ,930,710,630,550
MSOA,E02000526,Hounslow 001,E09000018,Hounslow,0.047 ,0.103 ,0.154 ,0.197 ,1380,960,900,750
MSOA,E02000528,Hounslow 003,E09000018,Hounslow,0.129 ,0.251 ,0.239 ,0.395 ,860,690,650,490
MSOA,E02000529,Hounslow 004,E09000018,Hounslow,0.114 ,0.268 ,0.178 ,0.411 ,840,680,560,470
MSOA,E02000530,Hounslow 005,E09000018,Hounslow,0.070 ,0.233 ,0.176 ,0.401 ,740,640,520,400
MSOA,E02000531,Hounslow 006,E09000018,Hounslow,0.096 ,0.186 ,0.219 ,0.394 ,920,720,680,540
MSOA,E02000532,Hounslow 007,E09000018,Hounslow,0.091 ,0.184 ,0.183 ,0.284 ,1150,820,840,690
MSOA,E02000533,Hounslow 008,E09000018,Hounslow,0.070 ,0.133 ,0.172 ,0.315 ,1220,850,820,700
MSOA,E02000534,Hounslow 009,E09000018,Hounslow,0.092 ,0.145 ,0.177 ,0.339 ,1190,810,740,640
MSOA,E02000535,Hounslow 010,E09000018,Hounslow,0.108 ,0.258 ,0.205 ,0.404 ,980,690,580,510
MSOA,E02000536,Hounslow 011,E09000018,Hounslow,0.134 ,0.245 ,0.211 ,0.365 ,920,670,600,500
MSOA,E02000537,Hounslow 012,E09000018,Hounslow,0.098 ,0.231 ,0.220 ,0.387 ,1120,760,710,610
MSOA,E02000538,Hounslow 013,E09000018,Hounslow,0.117 ,0.276 ,0.241 ,0.427 ,920,670,560,480
MSOA,E02000539,Hounslow 014,E09000018,Hounslow,0.104 ,0.224 ,0.216 ,0.386 ,960,720,660,550
MSOA,E02000540,Hounslow 015,E09000018,Hounslow,0.103 ,0.188 ,0.233 ,0.372 ,920,670,620,500
MSOA,E02000541,Hounslow 016,E09000018,Hounslow,0.117 ,0.266 ,0.209 ,0.405 ,850,640,550,440
MSOA,E02000542,Hounslow 017,E09000018,Hounslow,0.100 ,0.287 ,0.193 ,0.450 ,870,670,590,460
MSOA,E02000543,Hounslow 018,E09000018,Hounslow,0.110 ,0.210 ,0.231 ,0.385 ,1010,730,660,530
MSOA,E02000544,Hounslow 019,E09000018,Hounslow,0.097 ,0.163 ,0.191 ,0.333 ,1030,710,640,600
MSOA,E02000545,Hounslow 020,E09000018,Hounslow,0.105 ,0.220 ,0.230 ,0.384 ,920,720,650,520
MSOA,E02000546,Hounslow 021,E09000018,Hounslow,0.128 ,0.255 ,0.227 ,0.391 ,910,660,580,480
MSOA,E02000547,Hounslow 022,E09000018,Hounslow,0.108 ,0.295 ,0.223 ,0.447 ,830,620,580,490
MSOA,E02000548,Hounslow 023,E09000018,Hounslow,0.117 ,0.256 ,0.227 ,0.369 ,760,590,530,450
MSOA,E02000549,Hounslow 024,E09000018,Hounslow,0.159 ,0.239 ,0.276 ,0.381 ,860,640,590,510
MSOA,E02000550,Hounslow 025,E09000018,Hounslow,0.149 ,0.233 ,0.276 ,0.411 ,860,660,590,490
MSOA,E02000551,Hounslow 026,E09000018,Hounslow,0.114 ,0.286 ,0.246 ,0.463 ,700,560,520,420
MSOA,E02000552,Hounslow 027,E09000018,Hounslow,0.121 ,0.294 ,0.258 ,0.420 ,930,700,630,540
MSOA,E02000553,Hounslow 028,E09000018,Hounslow,0.167 ,0.230 ,0.300 ,0.375 ,870,670,610,540
MSOA,E02006792,Hounslow 029,E09000018,Hounslow,0.059 ,0.176 ,0.167 ,0.250 ,1260,970,930,760
MSOA,E02000554,Islington 001,E09000019,Islington,0.110 ,0.249 ,0.265 ,0.390 ,750,640,580,440
MSOA,E02000555,Islington 002,E09000019,Islington,0.045 ,0.163 ,0.178 ,0.344 ,930,740,710,530
MSOA,E02000556,Islington 003,E09000019,Islington,0.086 ,0.268 ,0.183 ,0.387 ,900,660,650,490
MSOA,E02000557,Islington 004,E09000019,Islington,0.117 ,0.157 ,0.223 ,0.265 ,860,680,650,500
MSOA,E02000558,Islington 005,E09000019,Islington,0.132 ,0.258 ,0.242 ,0.446 ,640,550,490,370
MSOA,E02000559,Islington 006,E09000019,Islington,0.116 ,0.142 ,0.243 ,0.284 ,1230,850,820,620
MSOA,E02000560,Islington 007,E09000019,Islington,0.096 ,0.247 ,0.272 ,0.419 ,940,690,670,500
MSOA,E02000561,Islington 008,E09000019,Islington,0.049 ,0.112 ,0.146 ,0.216 ,1160,830,820,620
MSOA,E02000562,Islington 009,E09000019,Islington,0.064 ,0.186 ,0.232 ,0.339 ,980,730,730,540
MSOA,E02000563,Islington 010,E09000019,Islington,0.118 ,0.282 ,0.227 ,0.432 ,780,650,580,420
MSOA,E02000564,Islington 011,E09000019,Islington,0.128 ,0.212 ,0.275 ,0.351 ,980,740,700,500
MSOA,E02000565,Islington 012,E09000019,Islington,0.131 ,0.271 ,0.263 ,0.436 ,820,650,600,430
MSOA,E02000566,Islington 013,E09000019,Islington,0.085 ,0.215 ,0.226 ,0.271 ,1190,850,830,660
MSOA,E02000567,Islington 014,E09000019,Islington,0.133 ,0.185 ,0.261 ,0.366 ,990,750,720,530
MSOA,E02000568,Islington 015,E09000019,Islington,0.112 ,0.304 ,0.281 ,0.467 ,720,590,570,410
MSOA,E02000569,Islington 016,E09000019,Islington,0.100 ,0.288 ,0.192 ,0.465 ,920,730,750,530
MSOA,E02000570,Islington 017,E09000019,Islington,0.107 ,0.205 ,0.206 ,0.321 ,1240,880,850,660
MSOA,E02000571,Islington 018,E09000019,Islington,0.110 ,0.172 ,0.248 ,0.323 ,920,710,710,510
MSOA,E02000572,Islington 019,E09000019,Islington,0.146 ,0.215 ,0.279 ,0.409 ,690,610,570,380
MSOA,E02000573,Islington 020,E09000019,Islington,0.038 ,0.247 ,0.165 ,0.423 ,1170,830,850,640
MSOA,E02000574,Islington 021,E09000019,Islington,0.133 ,0.225 ,0.345 ,0.333 ,970,760,760,530
MSOA,E02000575,Islington 022,E09000019,Islington,0.104 ,0.214 ,0.233 ,0.351 ,930,720,770,510
MSOA,E02000576,Islington 023,E09000019,Islington,0.133 ,0.235 ,0.256 ,0.406 ,750,630,640,430
MSOA,E02000577,Kensington and Chelsea 001,E09000020,Kensington and Chelsea,0.129 ,0.199 ,0.267 ,0.350 ,690,630,550,390
MSOA,E02000578,Kensington and Chelsea 002,E09000020,Kensington and Chelsea,0.117 ,0.250 ,0.274 ,0.390 ,670,630,540,400
MSOA,E02000579,Kensington and Chelsea 003,E09000020,Kensington and Chelsea,0.097 ,0.167 ,0.253 ,0.359 ,900,700,690,520
MSOA,E02000580,Kensington and Chelsea 004,E09000020,Kensington and Chelsea,0.149 ,0.232 ,0.260 ,0.362 ,910,720,690,510
MSOA,E02000581,Kensington and Chelsea 005,E09000020,Kensington and Chelsea,0.106 ,0.281 ,0.212 ,0.419 ,700,640,570,420
MSOA,E02000582,Kensington and Chelsea 006,E09000020,Kensington and Chelsea, , ,0.143 , ,1230,860,840,650
MSOA,E02000583,Kensington and Chelsea 007,E09000020,Kensington and Chelsea,0.145 ,0.214 ,0.309 ,0.386 ,1290,970,890,730
MSOA,E02000584,Kensington and Chelsea 008,E09000020,Kensington and Chelsea,0.043 ,0.216 ,0.156 ,0.333 ,1380,1050,900,800
MSOA,E02000585,Kensington and Chelsea 009,E09000020,Kensington and Chelsea,0.134 ,0.156 ,0.278 ,0.281 ,1130,880,930,680
MSOA,E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea, , , , ,1350,1090,940,780
MSOA,E02000587,Kensington and Chelsea 011,E09000020,Kensington and Chelsea,0.066 ,0.235 ,0.217 ,0.382 ,1240,1000,900,740
MSOA,E02000588,Kensington and Chelsea 012,E09000020,Kensington and Chelsea, , , , ,1290,1020,960,790
MSOA,E02000589,Kensington and Chelsea 013,E09000020,Kensington and Chelsea, ,0.164 ,0.181 ,0.328 ,1100,880,880,690
MSOA,E02000590,Kensington and Chelsea 014,E09000020,Kensington and Chelsea,0.064 ,0.189 ,0.160 ,0.324 ,940,740,900,610
MSOA,E02000591,Kensington and Chelsea 015,E09000020,Kensington and Chelsea, ,0.189 ,0.231 ,0.302 ,880,700,710,520
MSOA,E02000592,Kensington and Chelsea 016,E09000020,Kensington and Chelsea, , ,0.210 , ,1360,1330,1030,910
MSOA,E02000593,Kensington and Chelsea 017,E09000020,Kensington and Chelsea, ,0.226 ,0.141 ,0.387 ,1070,830,810,620
MSOA,E02000594,Kensington and Chelsea 018,E09000020,Kensington and Chelsea, , ,0.196 , ,1220,1090,990,840
MSOA,E02000595,Kensington and Chelsea 019,E09000020,Kensington and Chelsea, , , , ,1150,850,830,690
MSOA,E02000596,Kensington and Chelsea 020,E09000020,Kensington and Chelsea, , ,0.145 , ,1320,980,940,760
MSOA,E02000597,Kensington and Chelsea 021,E09000020,Kensington and Chelsea,0.101 ,0.216 ,0.209 ,0.417 ,870,730,770,530
MSOA,E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames,0.035 ,0.117 ,0.135 ,0.228 ,1340,860,790,770
MSOA,E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames, ,0.160 ,0.147 ,0.319 ,1260,870,890,760
MSOA,E02000600,Kingston upon Thames 003,E09000021,Kingston upon Thames,0.047 ,0.188 ,0.145 ,0.329 ,1060,780,750,590
MSOA,E02000601,Kingston upon Thames 004,E09000021,Kingston upon Thames,0.035 ,0.124 ,0.116 ,0.236 ,1230,870,780,690
MSOA,E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,0.098 ,0.221 ,0.228 ,0.324 ,920,700,660,510
MSOA,E02000603,Kingston upon Thames 006,E09000021,Kingston upon Thames,0.096 ,0.157 ,0.228 ,0.270 ,930,660,610,530
MSOA,E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames,0.063 ,0.143 ,0.192 ,0.276 ,1120,780,720,640
MSOA,E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,0.051 ,0.104 ,0.142 ,0.248 ,1090,770,710,660
MSOA,E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames,0.053 ,0.187 ,0.183 ,0.268 ,1120,860,800,660
MSOA,E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,0.034 ,0.101 ,0.138 ,0.232 ,1210,850,820,730
MSOA,E02000608,Kingston upon Thames 011,E09000021,Kingston upon Thames, , ,0.150 ,0.190 ,1170,850,810,660
MSOA,E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,0.080 ,0.170 ,0.188 ,0.335 ,1040,740,700,600
MSOA,E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames,0.054 , ,0.168 ,0.250 ,970,690,670,560
MSOA,E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,0.065 ,0.122 ,0.134 ,0.274 ,1220,830,700,700
MSOA,E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,0.048 ,0.148 ,0.105 ,0.284 ,1140,780,710,690
MSOA,E02000613,Kingston upon Thames 016,E09000021,Kingston upon Thames,0.038 ,0.110 ,0.155 ,0.250 ,1130,770,730,640
MSOA,E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,0.068 ,0.214 ,0.190 ,0.347 ,1000,720,630,580
MSOA,E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,0.073 ,0.220 ,0.159 ,0.341 ,980,710,630,630
MSOA,E02000616,Kingston upon Thames 019,E09000021,Kingston upon Thames,0.094 ,0.244 ,0.180 ,0.318 ,1060,750,650,650
MSOA,E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,0.086 ,0.247 ,0.195 ,0.390 ,900,690,600,550
MSOA,E02000619,Lambeth 002,E09000022,Lambeth,0.111 ,0.232 ,0.239 ,0.418 ,770,620,640,470
MSOA,E02000620,Lambeth 003,E09000022,Lambeth,0.119 ,0.250 ,0.238 ,0.423 ,900,720,690,510
MSOA,E02000621,Lambeth 004,E09000022,Lambeth,0.081 ,0.247 ,0.210 ,0.414 ,960,700,720,540
MSOA,E02000622,Lambeth 005,E09000022,Lambeth,0.117 ,0.275 ,0.244 ,0.427 ,950,700,670,510
MSOA,E02000623,Lambeth 006,E09000022,Lambeth,0.146 ,0.261 ,0.303 ,0.445 ,770,650,610,440
MSOA,E02000624,Lambeth 007,E09000022,Lambeth,0.175 ,0.291 ,0.282 ,0.456 ,730,590,550,410
MSOA,E02000625,Lambeth 008,E09000022,Lambeth,0.130 ,0.256 ,0.279 ,0.422 ,790,650,580,400
MSOA,E02000626,Lambeth 009,E09000022,Lambeth,0.129 ,0.252 ,0.262 ,0.407 ,670,550,490,350
MSOA,E02000627,Lambeth 010,E09000022,Lambeth,0.124 ,0.281 ,0.266 ,0.417 ,900,680,650,480
MSOA,E02000628,Lambeth 011,E09000022,Lambeth,0.133 ,0.268 ,0.263 ,0.420 ,670,560,490,360
MSOA,E02000629,Lambeth 012,E09000022,Lambeth,0.087 ,0.235 ,0.214 ,0.386 ,1150,760,740,560
MSOA,E02000630,Lambeth 013,E09000022,Lambeth,0.141 ,0.238 ,0.244 ,0.400 ,1280,860,800,650
MSOA,E02000631,Lambeth 014,E09000022,Lambeth,0.102 ,0.157 ,0.277 ,0.304 ,1050,760,710,570
MSOA,E02000632,Lambeth 015,E09000022,Lambeth,0.168 ,0.330 ,0.296 ,0.453 ,1370,830,770,610
MSOA,E02000633,Lambeth 016,E09000022,Lambeth,0.099 ,0.263 ,0.228 ,0.432 ,850,640,570,430
MSOA,E02000634,Lambeth 017,E09000022,Lambeth,0.146 ,0.267 ,0.265 ,0.438 ,940,670,640,490
MSOA,E02000635,Lambeth 018,E09000022,Lambeth,0.104 ,0.240 ,0.239 ,0.407 ,970,710,650,520
MSOA,E02000636,Lambeth 019,E09000022,Lambeth,0.078 ,0.232 ,0.157 ,0.378 ,1470,940,820,690
MSOA,E02000637,Lambeth 020,E09000022,Lambeth,0.108 ,0.229 ,0.202 ,0.379 ,1060,720,690,550
MSOA,E02000638,Lambeth 021,E09000022,Lambeth,0.129 ,0.216 ,0.257 ,0.355 ,820,640,590,460
MSOA,E02000639,Lambeth 022,E09000022,Lambeth,0.175 ,0.278 ,0.288 ,0.450 ,740,630,560,420
MSOA,E02000640,Lambeth 023,E09000022,Lambeth,0.059 ,0.239 ,0.150 ,0.347 ,1230,850,790,670
MSOA,E02000641,Lambeth 024,E09000022,Lambeth,0.147 ,0.263 ,0.314 ,0.405 ,740,630,540,400
MSOA,E02000642,Lambeth 025,E09000022,Lambeth,0.092 ,0.174 ,0.217 ,0.384 ,880,690,680,550
MSOA,E02000643,Lambeth 026,E09000022,Lambeth,0.140 ,0.196 ,0.240 ,0.332 ,940,710,660,520
MSOA,E02000644,Lambeth 027,E09000022,Lambeth,0.108 ,0.185 ,0.202 ,0.286 ,1000,750,690,560
MSOA,E02000645,Lambeth 028,E09000022,Lambeth,0.098 ,0.246 ,0.211 ,0.400 ,940,700,670,520
MSOA,E02000646,Lambeth 029,E09000022,Lambeth,0.063 ,0.199 ,0.146 ,0.369 ,1050,720,730,560
MSOA,E02000647,Lambeth 030,E09000022,Lambeth,0.095 ,0.220 ,0.222 ,0.355 ,950,700,680,570
MSOA,E02000648,Lambeth 031,E09000022,Lambeth,0.106 ,0.253 ,0.204 ,0.402 ,740,580,540,430
MSOA,E02000649,Lambeth 032,E09000022,Lambeth,0.083 ,0.232 ,0.240 ,0.414 ,930,690,650,490
MSOA,E02000650,Lambeth 033,E09000022,Lambeth,0.121 ,0.256 ,0.230 ,0.438 ,860,670,630,500
MSOA,E02000651,Lambeth 034,E09000022,Lambeth,0.098 ,0.192 ,0.189 ,0.363 ,900,680,670,530
MSOA,E02000652,Lambeth 035,E09000022,Lambeth,0.093 ,0.254 ,0.182 ,0.435 ,910,600,570,490
MSOA,E02006801,Lambeth 036,E09000022,Lambeth,0.143 ,0.211 ,0.242 ,0.385 ,1020,780,860,600
MSOA,E02000653,Lewisham 001,E09000023,Lewisham,0.131 ,0.282 ,0.289 ,0.475 ,780,630,570,400
MSOA,E02000654,Lewisham 002,E09000023,Lewisham,0.136 ,0.259 ,0.294 ,0.402 ,630,560,510,360
MSOA,E02000655,Lewisham 003,E09000023,Lewisham,0.136 ,0.276 ,0.302 ,0.425 ,740,600,550,410
MSOA,E02000657,Lewisham 005,E09000023,Lewisham,0.076 ,0.272 ,0.232 ,0.447 ,830,640,610,440
MSOA,E02000658,Lewisham 006,E09000023,Lewisham,0.127 ,0.241 ,0.250 ,0.414 ,890,690,640,490
MSOA,E02000659,Lewisham 007,E09000023,Lewisham,0.114 ,0.211 ,0.282 ,0.319 ,1060,800,790,610
MSOA,E02000660,Lewisham 008,E09000023,Lewisham,0.130 ,0.237 ,0.250 ,0.372 ,1010,740,700,520
MSOA,E02000661,Lewisham 009,E09000023,Lewisham,0.072 ,0.250 ,0.157 ,0.400 ,1090,770,750,640
MSOA,E02000662,Lewisham 010,E09000023,Lewisham,0.103 ,0.227 ,0.234 ,0.423 ,810,640,570,450
MSOA,E02000663,Lewisham 011,E09000023,Lewisham,0.059 ,0.287 ,0.188 ,0.382 ,940,700,670,530
MSOA,E02000664,Lewisham 012,E09000023,Lewisham,0.120 ,0.249 ,0.261 ,0.455 ,740,600,570,430
MSOA,E02000665,Lewisham 013,E09000023,Lewisham,0.100 ,0.221 ,0.203 ,0.331 ,1000,720,690,570
MSOA,E02000666,Lewisham 014,E09000023,Lewisham,0.084 ,0.231 ,0.211 ,0.379 ,1020,710,680,550
MSOA,E02000667,Lewisham 015,E09000023,Lewisham,0.068 ,0.195 ,0.192 ,0.333 ,1080,730,720,640
MSOA,E02000668,Lewisham 016,E09000023,Lewisham,0.068 ,0.156 ,0.180 ,0.307 ,1060,760,730,610
MSOA,E02000669,Lewisham 017,E09000023,Lewisham,0.119 ,0.258 ,0.253 ,0.458 ,990,730,700,530
MSOA,E02000670,Lewisham 018,E09000023,Lewisham,0.139 ,0.194 ,0.287 ,0.314 ,820,640,610,480
MSOA,E02000671,Lewisham 019,E09000023,Lewisham,0.068 ,0.197 ,0.208 ,0.363 ,1010,730,700,580
MSOA,E02000672,Lewisham 020,E09000023,Lewisham,0.136 ,0.206 ,0.262 ,0.350 ,770,590,590,470
MSOA,E02000673,Lewisham 021,E09000023,Lewisham,0.093 ,0.156 ,0.226 ,0.382 ,1130,820,780,630
MSOA,E02000674,Lewisham 022,E09000023,Lewisham,0.097 ,0.250 ,0.202 ,0.383 ,950,660,640,540
MSOA,E02000675,Lewisham 023,E09000023,Lewisham,0.081 ,0.240 ,0.211 ,0.349 ,940,720,650,560
MSOA,E02000676,Lewisham 024,E09000023,Lewisham,0.083 ,0.229 ,0.211 ,0.360 ,1010,750,710,580
MSOA,E02000677,Lewisham 025,E09000023,Lewisham,0.119 ,0.195 ,0.244 ,0.288 ,940,700,650,530
MSOA,E02000678,Lewisham 026,E09000023,Lewisham,0.097 ,0.259 ,0.252 ,0.420 ,850,600,560,470
MSOA,E02000679,Lewisham 027,E09000023,Lewisham,0.110 ,0.250 ,0.247 ,0.366 ,820,650,630,510
MSOA,E02000680,Lewisham 028,E09000023,Lewisham,0.088 ,0.292 ,0.237 ,0.406 ,800,630,630,490
MSOA,E02000681,Lewisham 029,E09000023,Lewisham,0.090 ,0.280 ,0.216 ,0.448 ,780,620,560,480
MSOA,E02000682,Lewisham 030,E09000023,Lewisham,0.148 ,0.242 ,0.281 ,0.410 ,750,630,570,480
MSOA,E02000683,Lewisham 031,E09000023,Lewisham,0.134 ,0.244 ,0.312 ,0.371 ,730,600,530,460
MSOA,E02000685,Lewisham 033,E09000023,Lewisham,0.114 ,0.278 ,0.278 ,0.408 ,860,690,650,540
MSOA,E02000686,Lewisham 034,E09000023,Lewisham,0.147 ,0.284 ,0.282 ,0.462 ,710,580,530,420
MSOA,E02000687,Lewisham 035,E09000023,Lewisham,0.097 ,0.270 ,0.267 ,0.423 ,780,650,640,510
MSOA,E02006783,Lewisham 037,E09000023,Lewisham,0.141 ,0.307 ,0.310 ,0.443 ,770,580,520,450
MSOA,E02006784,Lewisham 038,E09000023,Lewisham,0.099 ,0.217 ,0.268 ,0.357 ,730,570,530,460
MSOA,E02006798,Lewisham 039,E09000023,Lewisham,0.172 ,0.273 ,0.278 ,0.445 ,710,580,530,370
MSOA,E02000689,Merton 001,E09000024,Merton,0.041 ,0.105 ,0.202 ,0.238 ,1480,920,840,750
MSOA,E02000690,Merton 002,E09000024,Merton, , , , ,1340,1180,890,960
